2,634,503.09,370.12,53.97,52.27,1,-1,-1,-1
2,635,451.08,369.35,36.34,29.89,1,-1,-1,-1
3,634,509.32,370.11,37.41,35.97,1,-1,-1,-1
5,635,454.28,369.32,34.53,28.41,1,-1,-1,-1
6,635,455.60,371.10,32.30,26.54,1,-1,-1,-1
7,635,456.06,371.40,31.61,25.96,1,-1,-1,-1
7,641,503.42,370.05,53.26,52.32,1,-1,-1,-1
8,635,456.39,371.26,31.39,25.81,1,-1,-1,-1
8,641,503.35,370.09,53.13,52.17,1,-1,-1,-1
9,635,456.79,370.69,30.99,25.49,1,-1,-1,-1
9,641,503.40,370.07,52.88,51.89,1,-1,-1,-1
10,635,457.61,372.15,29.26,23.96,1,-1,-1,-1
10,641,503.35,370.16,53.29,52.28,1,-1,-1,-1
11,635,458.67,371.00,28.64,23.36,1,-1,-1,-1
11,641,503.71,370.26,52.99,51.93,1,-1,-1,-1
12,635,458.91,370.67,28.72,23.39,1,-1,-1,-1
12,641,503.89,370.59,52.55,51.47,1,-1,-1,-1
13,635,460.40,371.51,27.19,22.03,1,-1,-1,-1
13,641,503.66,370.29,53.16,52.09,1,-1,-1,-1
14,635,461.28,371.15,26.59,21.45,1,-1,-1,-1
14,641,503.43,369.73,53.86,52.81,1,-1,-1,-1
15,635,461.85,370.53,26.34,21.23,1,-1,-1,-1
15,641,503.73,369.94,53.07,51.99,1,-1,-1,-1
15,651,769.64,378.15,212.13,91.42,1,-1,-1,-1
16,635,462.10,370.47,25.97,20.84,1,-1,-1,-1
16,641,503.53,369.90,53.31,52.22,1,-1,-1,-1
17,635,461.89,369.16,26.91,21.52,1,-1,-1,-1
17,641,508.14,369.86,42.64,40.62,1,-1,-1,-1
20,641,503.62,369.44,53.09,50.73,1,-1,-1,-1
21,641,503.04,370.24,53.86,51.51,1,-1,-1,-1
21,635,467.01,370.83,23.26,18.58,1,-1,-1,-1
22,641,503.06,371.04,53.64,51.28,1,-1,-1,-1
22,658,0.00,359.91,273.66,111.64,1,-1,-1,-1
22,635,468.71,370.92,22.89,18.29,1,-1,-1,-1
23,641,503.03,371.28,53.66,51.40,1,-1,-1,-1
23,635,469.16,370.45,23.72,19.02,1,-1,-1,-1
24,641,503.43,371.01,53.60,51.44,1,-1,-1,-1
24,635,470.99,370.39,22.33,17.95,1,-1,-1,-1
25,641,503.20,370.06,54.34,52.06,1,-1,-1,-1
25,635,471.88,370.22,21.03,16.85,1,-1,-1,-1
26,641,503.03,370.25,54.36,51.99,1,-1,-1,-1
26,635,472.78,369.86,21.49,17.23,1,-1,-1,-1
28,641,502.67,370.75,54.21,51.69,1,-1,-1,-1
28,635,475.41,369.94,20.16,16.09,1,-1,-1,-1
29,641,502.59,370.77,54.42,51.92,1,-1,-1,-1
29,635,476.26,370.14,19.89,15.80,1,-1,-1,-1
30,641,502.69,371.07,54.05,51.51,1,-1,-1,-1
31,641,502.59,371.02,54.32,51.69,1,-1,-1,-1
32,641,502.57,370.92,54.51,51.84,1,-1,-1,-1
33,641,502.96,371.03,53.84,51.10,1,-1,-1,-1
34,641,502.98,371.02,53.87,50.95,1,-1,-1,-1
35,641,502.78,370.67,54.49,51.50,1,-1,-1,-1
36,641,503.11,370.67,54.12,51.05,1,-1,-1,-1
37,641,503.76,371.56,53.70,50.67,1,-1,-1,-1
38,641,502.99,371.32,54.17,50.89,1,-1,-1,-1
39,641,502.60,370.70,54.31,50.96,1,-1,-1,-1
40,641,502.14,370.38,55.00,51.55,1,-1,-1,-1
41,641,502.07,370.23,55.61,52.07,1,-1,-1,-1
42,641,502.52,370.88,54.40,50.78,1,-1,-1,-1
43,641,502.41,370.67,54.73,51.05,1,-1,-1,-1
44,641,502.21,370.33,55.43,51.74,1,-1,-1,-1
45,641,502.47,370.59,54.87,51.16,1,-1,-1,-1
46,641,502.46,370.59,54.83,51.09,1,-1,-1,-1
47,641,502.16,370.14,55.43,51.71,1,-1,-1,-1
48,641,502.31,370.42,55.01,51.38,1,-1,-1,-1
49,641,502.55,370.56,54.53,50.94,1,-1,-1,-1
50,641,502.51,370.41,54.93,51.39,1,-1,-1,-1
